customer_id,age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Mortgage,Pension,Savings
339,31,0,31,1,0,0,0,62,17751.0,4,-3,0,1,2,0,0,10,27,0.0,1,1,1
340,44,12,44,0,0,0,0,62,17751.0,4,28,36,1,0,0,0,10,27,0.0,1,1,1
342,20,0,20,1,0,0,0,62,17751.0,4,12,24,1,0,2,2,10,27,9.79,0,0,0
346,17,0,17,0,0,0,0,62,17751.0,4,18,24,1,1,0,0,10,27,0.0,1,1,1
346,17,0,17,0,0,0,0,62,17751.0,4,18,24,1,1,0,0,10,27,0.0,1,1,1
349,25,0,25,0,0,0,0,62,17751.0,4,-6,0,1,1,0,0,10,27,0.0,1,1,1
353,73,41,73,0,0,0,0,62,17751.0,3,10,12,1,0,0,0,10,27,0.0,1,1,1
355,38,5,38,0,0,0,0,62,17751.0,4,37,48,1,1,0,0,10,27,0.0,1,1,1
356,20,0,20,1,0,0,0,62,17751.0,4,38,48,1,1,0,0,10,27,0.0,1,1,1
366,50,24,50,0,0,1,0,62,17779.0,6,35,48,1,2,4,3,4,33,11.463,0,0,0
379,38,7,38,0,0,0,0,62,17779.0,7,-5,0,1,0,0,0,4,33,0.0,1,1,1
384,43,16,43,0,0,0,0,62,17779.0,7,36,48,1,1,0,0,4,33,0.0,1,1,1
395,40,12,40,1,0,0,0,54,17841.0,7,10,12,2,1,0,0,10,35,0.0,1,1,1
398,49,18,49,1,0,0,0,54,17841.0,7,-5,0,2,1,0,0,10,35,0.0,1,1,1
405,51,22,51,0,0,0,0,54,17841.0,6,6,12,2,1,0,0,10,35,0.0,1,1,1
420,50,20,50,0,0,0,0,54,17761.0,5,32,36,2,1,3,1,22,23,8.936,0,0,0
435,36,8,36,1,0,0,0,54,17761.0,6,35,36,2,0,0,0,22,23,0.0,1,1,1
440,40,10,40,1,0,0,0,54,17761.0,6,26,36,2,0,2,2,22,23,12.341,0,0,0
441,38,10,38,0,0,0,0,54,17761.0,6,10,12,2,1,0,0,22,23,0.0,1,1,1
443,31,0,31,1,0,0,0,59,17870.0,2,33,36,1,4,0,0,5,34,0.0,1,1,1
443,31,0,31,1,0,0,0,59,17870.0,2,33,36,1,4,0,0,5,34,0.0,1,1,1
448,31,3,31,0,0,0,0,46,17932.0,4,11,24,4,0,0,0,12,40,0.0,1,1,1
462,27,0,27,0,0,0,0,55,17974.0,4,13,24,2,2,0,0,13,30,0.0,1,1,1
464,45,17,45,1,0,0,0,43,17980.0,5,21,24,4,0,1,1,15,40,10.149,0,0,0
472,33,6,33,1,0,0,0,44,17984.0,6,11,24,4,0,1,1,14,41,12.882,0,0,0
477,25,0,25,1,0,0,0,57,18079.0,2,7,12,2,1,4,1,5,37,7.499,0,0,0
486,72,41,72,0,0,0,0,58,18417.0,3,15,24,2,2,0,0,12,28,0.0,1,1,1
486,72,41,72,0,0,0,0,58,18417.0,3,15,24,2,2,0,0,12,28,0.0,1,1,1
499,39,9,39,1,0,0,0,56,18648.0,7,16,24,2,0,1,1,10,33,9.199,0,0,0
516,35,8,35,0,0,0,0,28,18612.0,4,-5,0,7,1,1,0,10,61,0.0,1,1,1
519,18,0,18,1,0,0,0,28,18612.0,4,28,36,7,1,0,0,10,61,0.0,1,1,1
532,35,7,35,1,0,0,0,59,18613.0,3,15,24,2,1,1,1,8,31,10.882,0,0,0
533,41,12,41,0,0,0,0,59,18613.0,3,18,24,2,1,3,2,8,31,10.081,0,0,0
538,32,4,32,0,0,0,0,43,18560.0,7,0,12,4,4,0,0,20,35,0.0,1,1,1
548,27,0,27,1,0,0,0,54,18792.0,5,39,48,2,0,1,1,12,33,7.829,0,0,0
552,47,21,47,0,0,0,0,54,18792.0,4,12,24,2,3,4,1,12,33,7.506,0,0,0
552,47,21,47,0,0,0,0,54,18792.0,4,12,24,2,3,4,1,12,33,7.506,0,0,0
555,54,22,54,0,0,0,0,54,18792.0,4,13,24,2,0,0,0,12,33,0.0,1,1,1
556,51,20,51,1,0,0,0,54,18792.0,4,26,36,2,2,2,1,12,33,7.782,0,0,0
557,27,0,27,0,0,0,0,54,18792.0,5,28,36,2,0,4,1,12,33,8.032,0,0,0
560,16,0,16,1,0,0,0,43,18762.0,4,29,36,4,2,5,3,12,44,9.862,0,0,0
560,16,0,16,1,0,0,0,43,18762.0,4,29,36,4,2,5,3,12,44,9.862,0,0,0
573,29,4,29,1,0,0,0,48,18769.0,2,-5,0,3,1,0,0,2,48,0.0,1,1,1
580,54,21,54,0,0,0,0,44,18819.0,1,14,24,4,0,0,0,17,38,0.0,1,1,1
581,66,37,66,1,0,0,0,44,18819.0,1,34,36,4,5,5,5,17,38,12.337,0,0,0
581,66,37,66,1,0,0,0,44,18819.0,1,34,36,4,5,5,5,17,38,12.337,0,0,0
607,44,12,44,1,0,0,0,66,18793.0,7,29,36,0,1,2,1,9,24,8.32,0,0,0
612,44,16,44,1,0,0,0,66,18793.0,7,30,36,0,0,3,1,9,24,9.259,0,0,0
615,50,21,50,0,0,0,0,57,19064.0,6,7,12,2,0,0,0,9,32,0.0,1,1,1
622,52,22,52,0,0,1,0,58,19100.0,6,39,48,2,1,0,0,16,24,0.0,1,0,0
625,18,0,18,1,0,0,0,60,19103.0,2,32,36,1,2,0,0,7,31,0.0,1,1,1
625,18,0,18,1,0,0,0,60,19103.0,2,32,36,1,2,0,0,7,31,0.0,1,1,1
630,29,0,29,0,0,0,0,61,19109.0,6,36,48,1,1,0,0,12,25,0.0,1,1,1
648,47,21,47,0,0,0,0,44,19559.0,6,41,48,4,0,3,2,21,33,9.592,0,0,0
661,43,14,43,0,0,0,0,62,19816.0,7,9,12,1,0,5,3,5,31,10.862,0,0,0
663,74,46,74,1,0,0,0,72,19774.0,1,5,12,0,1,0,0,16,11,0.0,1,1,1
665,69,39,69,1,0,0,0,57,19914.0,1,22,24,2,1,1,1,13,29,7.486000000000001,0,0,0
665,69,39,69,1,0,0,0,57,19914.0,1,22,24,2,1,1,1,13,29,7.486000000000001,0,0,0
673,39,10,39,0,0,0,0,57,19914.0,2,16,24,2,0,0,0,13,29,0.0,1,1,1
675,27,0,27,0,0,1,0,57,19914.0,2,14,24,2,1,4,2,13,29,9.057,0,0,0
678,34,4,34,0,0,0,0,57,19914.0,2,40,48,2,0,5,2,13,29,11.776,0,0,0
679,53,23,53,1,0,0,0,57,19914.0,1,14,24,2,1,3,2,13,29,8.895,0,0,0
685,43,12,43,1,0,0,0,57,19914.0,2,31,36,2,7,2,2,13,29,8.802,0,0,0
693,36,7,36,0,0,0,0,59,19933.0,5,40,48,2,0,3,3,15,24,9.439,0,0,0
696,35,0,35,0,0,0,0,59,19933.0,5,21,24,2,0,2,1,15,24,7.291,0,0,0
697,74,42,74,1,0,0,0,59,19933.0,4,20,24,2,4,4,2,15,24,11.815,0,0,0
708,39,7,39,0,0,0,0,59,19933.0,5,12,24,2,3,4,4,15,24,11.167,0,0,0
714,24,0,24,0,0,0,0,59,19933.0,5,31,36,2,1,0,0,15,24,0.0,1,1,1
721,56,25,56,0,0,0,0,59,19933.0,4,35,36,2,0,0,0,15,24,0.0,1,1,1
728,43,9,43,0,0,0,0,56,19878.0,3,12,24,2,1,3,1,9,34,8.399,0,0,0
730,51,22,51,0,0,0,0,56,19878.0,2,12,24,2,1,4,1,9,34,8.132,0,0,0
731,28,0,28,1,0,0,0,56,19878.0,3,7,12,2,1,5,3,9,34,11.116,0,0,0
733,52,21,52,0,0,0,0,56,19878.0,2,12,24,2,1,5,3,9,34,12.863,0,0,0
743,28,0,28,0,0,0,0,56,19878.0,3,8,12,2,3,4,4,9,34,12.776,0,0,0
757,40,8,40,1,0,0,0,58,19856.0,3,11,24,2,1,2,1,11,29,8.179,0,0,0
762,59,31,59,0,0,0,0,58,19856.0,2,34,36,2,2,4,2,11,29,8.711,0,0,0
765,30,1,30,1,0,0,0,58,19856.0,3,19,24,2,0,4,2,11,29,10.354,0,0,0
770,39,10,39,0,0,0,0,58,19856.0,3,12,24,2,0,4,2,11,29,8.591000000000001,0,0,0
770,39,10,39,0,0,0,0,58,19856.0,3,12,24,2,0,4,2,11,29,8.591000000000001,0,0,0
771,40,11,40,0,0,0,0,58,19856.0,3,40,48,2,0,0,0,11,29,0.0,1,1,1
771,40,11,40,0,0,0,0,58,19856.0,3,40,48,2,0,0,0,11,29,0.0,1,1,1
778,50,20,50,1,0,0,0,58,19856.0,2,34,36,2,1,0,0,11,29,0.0,1,1,1
778,50,20,50,1,0,0,0,58,19856.0,2,34,36,2,1,0,0,11,29,0.0,1,1,1
789,28,2,28,1,0,0,0,50,19864.0,3,34,36,3,0,4,3,12,37,11.645,0,0,0
789,28,2,28,1,0,0,0,50,19864.0,3,34,36,3,0,4,3,12,37,11.645,0,0,0
790,41,10,41,1,0,0,0,50,19864.0,3,40,48,3,2,3,2,12,37,10.159,0,0,0
805,28,0,28,1,0,0,0,50,19864.0,3,28,36,3,2,0,0,12,37,0.0,1,1,1
807,65,37,65,1,0,0,0,50,19864.0,2,-7,0,3,2,0,0,12,37,0.0,1,1,1
807,65,37,65,1,0,0,0,50,19864.0,2,-7,0,3,2,0,0,12,37,0.0,1,1,1
820,24,0,24,1,0,0,0,70,19906.0,3,39,48,0,0,3,2,10,19,12.264,0,0,0
823,81,53,81,0,0,1,0,70,19906.0,2,37,48,0,1,3,3,10,19,10.41,0,0,0
824,29,0,29,1,0,0,0,70,19906.0,3,12,24,0,0,2,1,10,19,9.217,0,0,0
831,36,7,36,1,0,1,0,70,19906.0,3,30,36,0,1,2,1,10,19,7.558,0,0,1
832,38,7,38,0,0,0,0,70,19906.0,3,-6,0,0,0,1,0,10,19,0.0,1,1,1
844,33,2,33,0,0,0,0,70,19906.0,3,20,24,0,1,1,1,10,19,7.656000000000001,0,0,1
844,33,2,33,0,0,0,0,70,19906.0,3,20,24,0,1,1,1,10,19,7.656000000000001,0,0,1
847,44,16,44,1,0,0,0,70,19906.0,3,21,24,0,0,2,2,10,19,9.145,0,0,0
853,44,16,44,0,0,0,0,70,19906.0,3,11,24,0,1,0,0,10,19,0.0,1,1,1
858,36,7,36,1,0,0,0,48,19934.0,6,37,48,3,0,1,1,11,40,10.729,0,0,0
858,36,7,36,1,0,0,0,48,19934.0,6,37,48,3,0,1,1,11,40,10.729,0,0,0
859,39,10,39,1,0,0,0,48,19934.0,6,14,24,3,1,5,3,11,40,9.526,0,0,0
859,39,10,39,1,0,0,0,48,19934.0,6,14,24,3,1,5,3,11,40,9.526,0,0,0
864,26,0,26,1,0,1,0,48,19934.0,6,6,12,3,1,4,3,11,40,10.29,0,0,0
865,43,10,43,0,0,0,0,48,19934.0,6,30,36,3,0,0,4,11,40,12.383,0,0,0
880,70,39,70,0,0,0,0,48,19934.0,5,-1,0,3,0,0,0,11,40,0.0,1,1,1
884,54,22,54,1,0,0,0,48,19934.0,5,28,36,3,1,0,0,11,40,0.0,1,1,1
891,36,5,36,1,0,0,0,49,19952.0,3,27,36,3,0,0,0,7,42,0.0,1,1,1
894,41,10,41,0,0,0,0,53,19951.0,4,22,24,2,0,5,5,9,36,13.412,0,0,0
894,41,10,41,0,0,0,0,53,19951.0,4,22,24,2,0,5,5,9,36,13.412,0,0,0
894,41,10,41,0,0,0,0,53,19951.0,4,22,24,2,0,5,5,9,36,13.412,0,0,0
896,36,7,36,1,0,0,0,56,20211.0,5,11,24,2,0,0,0,7,35,0.0,1,1,1
900,23,0,23,1,0,0,0,77,20151.0,6,5,12,1,0,0,0,7,14,0.0,1,1,1
906,53,23,53,0,0,0,0,38,20187.0,4,26,36,5,0,5,2,13,48,8.978,0,0,0
908,34,2,34,1,0,0,0,36,20201.0,6,17,24,5,0,3,1,16,46,7.999,0,0,0
920,30,0,30,0,0,0,0,58,20445.0,4,26,36,2,0,4,2,9,31,8.452,0,0,0
924,42,11,42,0,0,0,0,46,20356.0,6,16,24,4,1,0,0,14,38,0.0,1,1,1
931,64,33,64,1,0,0,0,41,20479.0,3,41,48,4,1,0,0,13,44,0.0,1,1,1
944,29,0,29,1,0,1,0,62,20616.0,5,40,48,1,0,3,2,5,31,9.233,0,0,0
947,31,1,31,1,0,0,0,70,20629.0,2,29,36,0,0,4,3,17,11,9.845,0,0,0
953,50,19,50,1,0,0,0,27,20557.0,3,12,24,7,2,3,3,8,64,9.723,0,0,0
955,29,0,29,0,0,0,0,66,20554.0,3,8,12,0,0,4,3,9,23,10.743,0,0,0
956,45,17,45,0,0,0,0,66,20554.0,3,34,36,0,0,0,0,9,23,0.0,1,1,1
958,45,15,45,1,0,0,0,29,20590.0,4,29,36,7,1,3,2,13,57,8.937000000000001,0,0,1
964,43,13,43,0,0,0,0,56,20677.0,2,24,36,2,0,1,1,10,33,7.699,0,0,0
965,52,21,52,0,0,0,0,50,20748.0,6,20,24,3,0,2,1,18,30,8.539,0,0,0
969,21,0,21,1,0,0,0,56,20707.0,3,10,12,2,0,2,1,13,29,9.689,0,0,0
976,50,20,50,1,0,0,0,62,20666.0,6,22,24,1,0,6,3,8,29,9.509,0,0,0
979,46,18,46,0,0,0,0,41,20653.0,2,36,48,4,1,3,1,12,45,11.099,0,0,0
983,54,20,54,0,0,0,0,66,20669.0,6,-3,0,0,4,0,0,8,25,0.0,1,1,1
984,44,13,44,0,0,1,0,66,20669.0,7,29,36,0,2,2,2,8,25,8.895,0,0,0
995,42,10,42,0,0,0,0,47,20701.0,7,27,36,3,3,0,0,10,41,0.0,1,1,1
998,52,25,52,0,0,0,0,47,20701.0,6,22,24,3,1,2,1,10,41,7.432,0,0,0
1005,40,12,40,0,0,0,0,63,20673.0,2,26,36,1,1,1,1,12,24,7.436,0,0,0
1014,45,13,45,1,0,0,0,48,20671.0,5,17,24,3,3,2,2,12,39,12.867,0,0,0
1016,45,18,45,1,0,0,0,48,20671.0,5,26,36,3,0,0,0,12,39,0.0,1,1,1
1017,59,27,59,1,0,0,0,56,20695.0,3,-4,0,2,0,0,0,10,33,0.0,1,1,1
1020,38,9,38,0,0,0,0,61,20769.0,5,15,24,1,0,0,0,16,21,0.0,1,1,1
1038,49,14,49,0,0,0,0,58,20778.0,5,-2,0,1,0,0,0,12,29,0.0,1,1,1
1059,43,14,43,0,0,0,0,54,20768.0,2,25,36,2,0,0,0,8,37,0.0,1,1,1
1066,55,28,55,1,0,0,0,49,20936.0,3,37,48,3,0,2,1,12,38,7.839,0,0,0
1069,36,7,36,1,0,1,0,65,21030.0,7,12,24,1,2,0,0,12,21,0.0,1,0,0
1071,32,4,32,1,0,0,0,62,21029.0,6,12,24,1,0,5,2,13,24,10.753,0,0,0
1075,29,2,29,0,0,0,0,69,21033.0,3,33,36,0,2,0,0,4,26,0.0,1,1,1
1080,31,5,31,0,0,0,0,59,21023.0,4,22,24,2,1,4,3,8,31,10.978,0,0,0
1080,31,5,31,0,0,0,0,59,21023.0,4,22,24,2,1,4,3,8,31,10.978,0,0,0
1091,29,0,29,0,0,0,0,31,21057.0,2,-6,0,6,0,0,0,18,49,0.0,1,1,1
1104,69,39,69,1,0,0,0,56,21355.0,6,22,24,2,3,1,1,7,36,9.232,0,0,0
1105,42,12,42,1,0,0,0,56,21355.0,7,31,36,2,5,0,0,7,36,0.0,1,1,1
1105,42,12,42,1,0,0,0,56,21355.0,7,31,36,2,5,0,0,7,36,0.0,1,1,1
1110,61,36,61,0,0,0,0,54,21355.0,3,22,24,2,5,3,1,11,34,10.352,0,0,0
1111,44,19,44,1,0,0,0,44,21366.0,2,17,24,4,1,3,2,15,40,10.521,0,0,0
1116,53,27,53,0,0,0,0,42,21529.0,6,5,12,4,0,0,0,10,47,0.0,1,1,1
1118,35,5,35,0,0,0,0,47,21515.0,2,7,12,4,0,0,0,12,40,0.0,1,1,1
1118,35,5,35,0,0,0,0,47,21515.0,2,7,12,4,0,0,0,12,40,0.0,1,1,1
1140,70,41,70,0,0,0,0,49,21490.0,3,18,24,3,0,0,0,10,40,0.0,1,1,1
1143,39,8,39,1,0,0,0,59,21542.0,6,39,48,1,1,0,0,17,22,0.0,1,1,1
1148,46,15,46,1,0,0,0,60,21555.0,5,17,24,1,0,3,2,5,33,12.479,0,0,0
1149,51,26,51,1,0,0,0,60,21555.0,4,41,48,1,1,3,3,5,33,10.723,0,0,0
1149,51,26,51,1,0,0,0,60,21555.0,4,41,48,1,1,3,3,5,33,10.723,0,0,0
1160,44,15,44,0,0,0,0,47,21577.0,3,5,12,3,2,0,0,11,40,0.0,1,1,1
1162,39,7,39,0,0,0,0,54,21582.0,3,6,12,2,5,1,1,17,27,9.856,0,0,0
1164,26,0,26,0,0,0,0,54,21582.0,6,34,36,2,1,0,0,9,35,0.0,1,1,1
1176,35,7,35,0,0,0,0,55,21696.0,6,23,24,2,3,0,0,12,32,0.0,1,1,1
1182,27,0,27,1,0,0,0,57,21831.0,3,33,36,2,0,0,0,13,29,0.0,1,1,1
1182,27,0,27,1,0,0,0,57,21831.0,3,33,36,2,0,0,0,13,29,0.0,1,1,1
1186,48,20,48,1,0,0,0,55,21847.0,2,-5,0,2,2,0,0,11,32,0.0,1,1,1
1189,27,0,27,0,0,0,0,27,21840.0,7,12,24,7,0,4,4,9,63,10.635,0,0,0
1191,62,35,62,0,0,0,0,45,21818.0,5,-6,0,4,0,0,0,17,37,0.0,1,1,1
1192,33,3,33,1,0,0,0,51,21834.0,2,-3,0,3,2,1,0,10,37,0.0,1,1,1
1192,33,3,33,1,0,0,0,51,21834.0,2,-3,0,3,2,1,0,10,37,0.0,1,1,1
1194,29,0,29,0,0,0,0,48,21817.0,7,26,36,3,3,0,0,16,34,0.0,1,1,1
1200,38,9,38,0,0,0,0,55,21760.0,6,30,36,2,1,3,2,13,30,12.102,0,0,0
1202,24,0,24,1,0,0,0,60,21769.0,5,-5,0,1,1,0,0,9,30,0.0,1,1,1
1210,21,0,21,1,0,0,0,64,21865.0,4,16,24,1,2,1,1,8,27,12.186,0,0,1
1213,34,5,34,1,0,0,0,56,21978.0,6,41,48,2,0,2,1,8,34,12.383,0,0,0
1213,34,5,34,1,0,0,0,56,21978.0,6,41,48,2,0,2,1,8,34,12.383,0,0,0
1237,26,0,26,1,0,0,0,46,22245.0,4,10,12,4,1,0,0,17,35,0.0,1,1,1
1287,45,12,45,0,0,0,0,50,22415.0,5,25,36,3,2,4,1,11,38,8.329,0,0,0
1295,69,39,69,1,0,0,0,46,22449.0,2,32,36,4,4,0,0,12,41,0.0,1,1,1
1298,59,35,59,1,0,0,0,71,22470.0,6,6,12,0,4,0,0,10,17,0.0,1,1,1
1305,43,15,43,0,0,0,0,56,22505.0,5,14,24,2,1,0,0,11,32,0.0,1,1,1
1305,43,15,43,0,0,0,0,56,22505.0,5,14,24,2,1,0,0,11,32,0.0,1,1,1
1310,30,2,30,1,0,0,0,61,22543.0,4,29,36,1,0,4,3,9,29,12.7,0,0,0
1313,41,13,41,0,0,0,0,60,22517.0,2,34,36,1,0,3,3,14,24,9.324,0,0,0
1319,41,9,41,1,0,0,0,52,22509.0,5,21,24,3,2,0,0,9,37,0.0,1,1,1
1327,24,0,24,0,0,0,0,55,22514.0,6,21,24,2,0,1,1,16,27,13.149,0,0,0
1327,24,0,24,0,0,0,0,55,22514.0,6,21,24,2,0,1,1,16,27,13.149,0,0,0
1330,34,6,34,0,0,0,0,54,22550.0,4,26,36,2,2,2,1,9,36,10.463,0,0,0
1333,52,19,52,0,0,0,0,54,22472.0,2,29,36,2,0,0,0,15,29,0.0,1,1,1
1342,26,0,26,1,0,0,0,55,22488.0,5,22,24,2,0,3,2,16,27,10.932,0,0,0
1344,29,2,29,1,0,0,0,60,22458.0,5,34,36,1,0,5,5,15,24,11.657,0,0,0
1354,31,2,31,0,0,0,0,55,22658.0,6,28,36,2,0,0,0,10,33,0.0,1,1,1
1356,25,0,25,0,0,0,0,45,22710.0,3,24,36,4,1,2,2,18,36,9.195,0,0,0
1357,60,27,60,0,0,0,0,47,22710.0,6,22,24,3,1,1,1,15,37,7.267,0,0,0
1373,46,22,46,0,0,0,0,54,22729.0,3,29,36,2,0,4,3,6,38,10.262,0,0,0
1398,30,3,30,0,0,0,0,52,22788.0,7,30,36,2,1,0,0,11,35,0.0,1,1,1
1399,43,9,43,0,0,0,0,65,22775.0,6,22,24,1,2,3,2,7,26,9.452,0,0,0
1400,33,4,33,0,0,0,0,65,22775.0,6,12,24,1,0,2,1,7,26,7.849,0,0,0
1406,42,12,42,1,0,0,0,59,22766.0,4,22,24,1,0,0,0,9,30,0.0,1,1,1
1415,23,0,23,1,0,0,0,63,22819.0,7,22,24,1,2,3,2,12,23,13.811,0,0,0
1424,48,20,48,1,0,0,0,48,22802.0,1,18,24,3,0,4,2,11,39,9.461,0,0,0
1428,27,0,27,0,0,0,0,50,22827.0,5,33,36,3,4,5,1,8,41,7.667000000000001,0,0,0
1428,27,0,27,0,0,0,0,50,22827.0,5,33,36,3,4,5,1,8,41,7.667000000000001,0,0,0
1431,33,5,33,0,0,0,0,65,22779.0,5,27,36,0,1,1,1,10,24,7.999,0,0,0
1437,54,25,54,0,0,0,0,50,22757.0,2,23,36,3,0,0,0,10,39,0.0,1,1,1
1441,31,0,31,0,0,0,0,36,22794.0,4,39,48,5,1,0,0,15,47,0.0,1,1,1
1459,34,7,34,1,0,0,0,56,22846.0,3,38,48,2,0,2,1,8,34,10.702,0,0,0
1475,47,20,47,1,0,0,0,68,22941.0,5,14,24,0,0,0,0,7,23,0.0,1,1,1
1485,52,26,52,1,0,0,0,63,22869.0,4,-2,0,1,1,0,0,10,26,0.0,1,1,1
1492,56,29,56,0,0,0,0,36,22889.0,4,7,12,5,0,6,3,17,46,10.901,0,0,0
1495,40,8,40,1,0,0,0,47,22915.0,2,39,48,4,2,4,2,19,33,8.976,0,0,0
1495,40,8,40,1,0,0,0,47,22915.0,2,39,48,4,2,4,2,19,33,8.976,0,0,0
1500,28,0,28,1,0,0,0,52,22881.0,5,31,36,3,0,0,0,13,34,0.0,1,1,1
1508,30,1,30,1,0,1,0,65,22935.0,7,29,36,0,1,5,3,7,26,11.904000000000002,0,0,0
1510,26,0,26,0,0,0,0,65,22935.0,7,38,48,0,1,0,0,7,26,0.0,1,1,1
1510,26,0,26,0,0,0,0,65,22935.0,7,38,48,0,1,0,0,7,26,0.0,1,1,1
1517,19,0,19,1,0,0,0,67,22899.0,6,29,36,0,0,0,0,10,22,0.0,1,1,1
1518,28,1,28,0,0,0,0,64,22917.0,6,20,24,0,1,3,2,10,24,8.99,0,0,0
1539,48,19,48,0,0,0,0,72,22947.0,2,32,36,0,0,4,4,7,19,12.303,0,0,0
1549,39,10,39,0,0,0,0,58,22874.0,7,35,36,2,0,4,3,5,36,11.868,0,0,0
1555,45,18,45,1,0,0,1,62,22858.0,2,36,48,1,2,4,2,12,25,11.017,0,0,0
1556,31,3,31,1,0,0,0,62,22858.0,2,8,12,1,0,0,0,12,25,0.0,1,1,1
1561,54,24,54,0,0,0,0,53,22889.0,5,-2,0,2,2,1,0,7,38,0.0,1,1,1
1562,33,6,33,1,0,0,0,53,22889.0,6,24,36,2,3,0,2,7,38,9.385,0,0,1
1564,28,0,28,1,0,0,0,60,22882.0,4,29,36,1,1,2,1,12,26,8.936,0,0,0
1570,36,3,36,0,0,0,0,64,22851.0,4,14,24,0,1,3,1,11,23,8.726,0,0,0
1592,22,0,22,1,0,0,0,67,23047.0,2,-6,0,0,0,0,0,6,25,0.0,1,1,1
1592,22,0,22,1,0,0,0,67,23047.0,2,-6,0,0,0,0,0,6,25,0.0,1,1,1
1594,45,15,45,1,0,0,0,51,23018.0,4,9,12,3,0,0,0,8,39,0.0,1,1,1
1607,21,0,21,0,0,0,0,59,23064.0,7,23,36,1,0,4,4,11,29,10.816,0,0,0
1612,26,0,26,0,0,0,0,59,23110.0,7,41,48,1,0,1,1,7,33,8.969,0,0,0
1612,26,0,26,0,0,0,0,59,23110.0,7,41,48,1,0,1,1,7,33,8.969,0,0,0
1622,37,7,37,1,0,0,0,57,23053.0,3,40,48,2,3,3,3,13,29,9.971,0,0,0
1622,37,7,37,1,0,0,0,57,23053.0,3,40,48,2,3,3,3,13,29,9.971,0,0,0
1628,59,29,59,1,0,0,0,54,23138.0,4,31,36,2,5,0,0,9,35,0.0,1,1,1
1648,54,25,54,0,0,0,0,42,23145.0,5,30,36,5,3,5,5,10,47,12.895,0,0,0
1648,54,25,54,0,0,0,0,42,23145.0,5,30,36,5,3,5,5,10,47,12.895,0,0,0
1655,36,7,36,1,0,0,0,47,23097.0,3,19,24,4,1,4,2,11,40,9.366,0,0,0
1655,36,7,36,1,0,0,0,47,23097.0,3,19,24,4,1,4,2,11,40,9.366,0,0,0
1661,46,15,46,0,0,0,0,53,23101.0,5,11,24,2,2,0,0,12,34,0.0,1,1,1
1661,46,15,46,0,0,0,0,53,23101.0,5,11,24,2,2,0,0,12,34,0.0,1,1,1
1680,40,11,40,0,0,0,0,79,23100.0,6,8,12,1,1,0,0,5,14,0.0,1,1,1
1691,27,3,27,1,0,0,0,60,23054.0,4,29,36,1,1,6,1,7,32,9.026,0,0,0
1691,27,3,27,1,0,0,0,60,23054.0,4,29,36,1,1,6,1,7,32,9.026,0,0,0
1701,32,0,32,1,0,0,0,49,23068.0,2,31,36,3,3,0,0,10,40,0.0,1,1,1
1703,52,24,52,0,0,0,0,63,23120.0,1,18,24,1,1,0,0,13,23,0.0,1,1,1
1713,46,16,46,0,0,0,0,64,23192.0,7,35,48,1,1,1,1,8,27,9.282,0,0,0
1714,44,13,44,1,0,0,0,27,23151.0,4,29,36,7,0,5,2,20,51,10.175,0,0,0
1718,50,21,50,1,0,0,0,58,23253.0,6,-2,0,2,0,0,0,13,27,0.0,1,1,1
1718,50,21,50,1,0,0,0,58,23253.0,6,-2,0,2,0,0,0,13,27,0.0,1,1,1
1727,59,30,59,1,0,0,0,50,23275.0,1,13,24,3,0,0,0,11,37,0.0,1,1,1
1727,59,30,59,1,0,0,0,50,23275.0,1,13,24,3,0,0,0,11,37,0.0,1,1,1
1739,35,4,35,1,0,0,0,53,23357.0,6,-6,0,2,4,0,0,7,38,0.0,1,1,1
1748,53,24,53,0,0,0,0,30,23421.0,5,32,36,6,1,0,0,18,51,0.0,1,1,1
1773,47,18,47,1,0,0,0,60,23524.0,7,12,24,1,0,5,5,11,28,11.615,0,0,0
1773,47,18,47,1,0,0,0,60,23524.0,7,12,24,1,0,5,5,11,28,11.615,0,0,0
1788,42,10,42,1,0,0,0,73,23502.0,6,29,36,0,1,2,2,8,18,8.488,0,0,0
1792,30,0,30,0,0,0,0,73,23502.0,6,29,36,0,0,1,1,8,18,11.255999999999998,0,0,1
1792,30,0,30,0,0,0,0,73,23502.0,6,29,36,0,0,1,1,8,18,11.255999999999998,0,0,1
1793,46,12,46,1,0,0,0,73,23502.0,6,23,36,0,1,0,0,8,18,0.0,1,1,1
1795,53,25,53,1,0,0,0,57,23475.0,4,-1,0,2,1,2,0,8,33,0.0,1,1,1
1795,53,25,53,1,0,0,0,57,23475.0,4,-1,0,2,1,2,0,8,33,0.0,1,1,1
1802,39,12,39,0,0,0,0,29,23548.0,6,6,12,6,0,0,0,7,63,0.0,1,1,1
1817,47,15,47,0,0,0,0,43,23471.0,4,23,36,4,5,0,0,11,45,0.0,1,1,1
1817,47,15,47,0,0,0,0,43,23471.0,4,23,36,4,5,0,0,11,45,0.0,1,1,1
1820,41,12,41,1,0,0,0,60,23460.0,5,29,36,1,1,3,1,11,28,12.246,0,0,0
1830,35,5,35,0,0,0,0,49,23542.0,4,13,24,3,0,0,0,6,44,0.0,1,1,1
